timestamp,PV (kWh),Load (kWh),price (cents/kWh)
08242012 06:00,179.1025665,3179,25.56
08242012 07:00,1561.506408,3500,29.45
08242012 08:00,3246.057694,3743,32.41
08242012 09:00,4068.942306,3936,38.57
08242012 10:00,3262.628204,4100,40.9
08242012 11:00,3072.9487195,4187,49.36
08242012 12:00,3752.692306,4234,47.68
08242012 13:00,3169.903847,4294,55.32
08242012 14:00,3225.6089745,4288,60.89
08242012 15:00,1399.3269235,4252,65.54
08242012 16:00,877.8846175,4232,66.41
08242012 17:00,650.128204,4169,57.82
08242012 18:00,253.1410255,4075,47.32
08242012 19:00,133.974357,4044,45.4
08242012 20:00,1.057694,4043,46.28
08242012 21:00,0,3806,42.28
08242012 22:00,0,3460,38.02
08242012 23:00,0,3108,31.45
08252012 00:00,0,2833,30.97
08252012 01:00,0,2680,26.08
08252012 02:00,0,2585,24.74
08252012 03:00,0,2541,22.76
08252012 04:00,0,2553,20.88
08252012 05:00,5.993592,2631,19.9
08252012 06:00,106.474357,2772,20.86
08252012 07:00,974.4871785,3032,22.18
08252012 08:00,2575.128204,3325,28.56
08252012 09:00,3271.7948725,3562,33.26
08252012 10:00,2536.6987195,3717,37.06
08252012 11:00,4087.275643,3782,41.86
08252012 12:00,2888.910255,3793,44.03
08252012 13:00,2678.782051,3809,47.35
08252012 14:00,1433.525643,3813,48.42
08252012 15:00,1645.064102,3803,49.37
08252012 16:00,1366.185898,3837,51.2
08252012 17:00,343.3974335,3838,49.05
08252012 18:00,208.717949,3771,43.9
08252012 19:00,78.2692295,3772,42.61
08252012 20:00,1.057694,3770,45.72
08252012 21:00,0,3553,41.16
08252012 22:00,0,3230,39.84
08252012 23:00,0,2932,35.54
08262012 00:00,0,2708,30.12
08262012 01:00,0,2564,25.45
08262012 02:00,0,2475,23.22
08262012 03:00,0,2425,20.63
08262012 04:00,0,2435,19.94
08262012 05:00,11.9871785,2493,19.11
08262012 06:00,240.8012805,2556,18.86
08262012 07:00,1562.211541,2800,19.89
08262012 08:00,3401.185898,3112,21.91
08262012 09:00,4116.538459,3354,28.69
08262012 10:00,4557.596153,3505,33.62
08262012 11:00,4658.782051,3616,39.64
08262012 12:00,4459.935898,3690,43.17
08262012 13:00,4056.9551275,3718,45.63
08262012 14:00,3370.8653825,3755,54.52
08262012 15:00,2454.5512805,3811,47.88
08262012 16:00,1296.7307705,3881,48.91
08262012 17:00,436.8269235,3950,48.12
08262012 18:00,252.435898,3902,44.71
08262012 19:00,86.378204,3897,43.89
08262012 20:00,0.7051275,3882,44.71
08262012 21:00,0,3597,42.18
08262012 22:00,0,3224,37.5
08262012 23:00,0,2984,30.78
08272012 00:00,0,2789,29.96
08272012 01:00,0,2679,25.2
08272012 02:00,0,2606,21.98
08272012 03:00,0,2573,22.63
08272012 04:00,0,2631,21.77
08272012 05:00,12.339745,2854,23.73
08272012 06:00,229.5192295,3169,28.13
08272012 07:00,1529.775643,3520,31.84
08272012 08:00,3218.2051275,3778,34.99
08272012 09:00,3912.756408,3981,39.54
08272012 10:00,4356.282051,4136,44.97
08272012 11:00,4501.538459,4246,50.83
08272012 12:00,4408.461541,4269,57
08272012 13:00,4004.4230765,4358,62.45
08272012 14:00,3340.8974335,4392,68.63
08272012 15:00,2414.006408,4382,76.65
08272012 16:00,874.006408,4354,76.81
08272012 17:00,592.307694,4312,65.89
08272012 18:00,489.3589745,4251,55.99
08272012 19:00,152.660255,4265,52.94
08272012 20:00,1.057694,4223,51.7
08272012 21:00,0,3931,46.59
08272012 22:00,0,3546,39.78
08272012 23:00,0,3209,32.99
08282012 00:00,0,3001,30.22
08282012 01:00,0,2873,25.98
08282012 02:00,0,2794,23.37
08282012 03:00,0,2771,22.01
08282012 04:00,0,2841,22.5
08282012 05:00,9.871796,3088,24.15
08282012 06:00,267.596153,3470,27.08
08282012 07:00,1382.0512805,3790,31.37
08282012 08:00,3073.3012805,3967,35.01
08282012 09:00,3842.596153,4069,38.89
08282012 10:00,4323.493592,4209,43.23
08282012 11:00,4402.467949,4310,47.86
08282012 12:00,2459.839745,4387,51.12
08282012 13:00,1532.243592,4438,56.05
08282012 14:00,3278.846153,4435,61.99
08282012 15:00,2009.2628215,4383,67.4
08282012 16:00,1129.967949,4336,66.9
08282012 17:00,277.467949,4291,52.32
08282012 18:00,121.9871785,4181,47.62
08282012 19:00,107.1794845,4128,46.45
08282012 20:00,0.7051275,4072,46.51
08282012 21:00,0,3744,42.72
08282012 22:00,0,3313,38.62
08282012 23:00,0,2951,34.22
08292012 00:00,0,2722,29.16
08292012 01:00,0,2577,25.47
08292012 02:00,0,2492,22.74
08292012 03:00,0,2449,21.24
08292012 04:00,0,2509,21.75
08292012 05:00,1.057694,2772,23.27
08292012 06:00,55.7051275,3128,25.26
08292012 07:00,236.9230765,3388,30.61
08292012 08:00,724.871796,3530,31.97
08292012 09:00,612.756408,3624,36.99
08292012 10:00,1493.1089745,3708,39.56
08292012 11:00,1389.807694,3753,41.17
08292012 12:00,1149.711541,3769,42.1
08292012 13:00,2441.506408,3812,44.34
08292012 14:00,3338.4294845,3824,45.03
08292012 15:00,2698.525643,3828,52.74
08292012 16:00,991.410255,3850,57.81
08292012 17:00,645.5448725,3849,45.44
08292012 18:00,205.192306,3796,42.41
08292012 19:00,52.8846175,3815,41
08292012 20:00,0.7051275,3779,41.74
08292012 21:00,0,3471,39.75
08292012 22:00,0,3085,32.93
08292012 23:00,0,2745,28.81
08302012 00:00,0,2562,27.22
08302012 01:00,0,2453,23.68
08302012 02:00,0,2374,21.19
08302012 03:00,0,2362,19.69
08302012 04:00,0,2422,19.75
08302012 05:00,13.3974335,2667,21.34
08302012 06:00,237.275643,3049,24.48
08302012 07:00,1625.3205155,3307,30.33
08302012 08:00,3317.275643,3470,32.37
08302012 09:00,3600.7371785,3596,36.37
08302012 10:00,4408.461541,3736,39.56
08302012 11:00,4565.7051275,3809,41.66
08302012 12:00,4426.7948725,3848,43.12
08302012 13:00,4029.1025665,3899,46.78
08302012 14:00,3402.243592,3908,48.58
08302012 15:00,2483.814102,3910,54.85
08302012 16:00,1451.8589745,3949,57.91
08302012 17:00,410.7371785,3944,49.27
08302012 18:00,190.7371785,3891,45.44
08302012 19:00,59.935898,3934,43.46
08302012 20:00,1.7628215,3937,43.87
08302012 21:00,0,3652,40.6
08302012 22:00,0,3280,37.27
08302012 23:00,0,2940,30.49
08312012 00:00,0,2722,27.62
08312012 01:00,0,2592,23.77
08312012 02:00,0,2527,21.61
08312012 03:00,0,2501,19.89
08312012 04:00,0,2573,20.12
08312012 05:00,3.525643,2805,22.23
08312012 06:00,101.8910255,3116,27.32
08312012 07:00,416.025643,3404,31.42
08312012 08:00,839.807694,3627,38.14
08312012 09:00,2292.371796,3807,40.34
08312012 10:00,2404.4871785,3905,44.24
08312012 11:00,4493.0769235,3969,51.49
08312012 12:00,4517.756408,4001,56.77
08312012 13:00,4036.506408,4024,64.33
08312012 14:00,3395.192306,3993,74.89
08312012 15:00,2196.474357,3967,79.51
08312012 16:00,1392.628204,3984,81.98
08312012 17:00,436.474357,3998,71.1
08312012 18:00,324.3589745,3976,58.45
08312012 19:00,133.974357,3971,54.47
08312012 20:00,1.057694,3930,52.31
08312012 21:00,0,3694,48
08312012 22:00,0,3392,42.71
08312012 23:00,0,3070,38.47
09012012 0:00,0,2817,35.32
09012012 1:00,0,2664,30.54
09012012 2:00,0,2580,29.12
09012012 3:00,0,2537,26.76
09012012 4:00,0,2525,27.13
09012012 5:00,21.153847,2595,27.61
09012012 6:00,476.314102,2699,27.01
09012012 7:00,1016.442306,2953,28.22
09012012 8:00,2522.596153,3238,34.86
09012012 9:00,2990.4487195,3424,39.36
09012012 10:00,3936.7307705,3508,44.55
09012012 11:00,3106.7948725,3533,47.84
09012012 12:00,4455.3525665,3535,50.72
09012012 13:00,3753.3974335,3504,52.51
09012012 14:00,3257.692306,3497,54.69
09012012 15:00,2339.6153825,3487,57.17
09012012 16:00,1282.628204,3505,56.06
09012012 17:00,602.1794845,3510,54.79
09012012 18:00,255.961541,3455,45.38
09012012 19:00,114.5833315,3463,44.16
09012012 20:00,1.410255,3445,45.47
09012012 21:00,0,3249,42.25
09012012 22:00,0,2980,38.98
09012012 23:00,0,2719,35.5
09022012 0:00,0,2494,31.34
09022012 1:00,0,2380,27.32
09022012 2:00,0,2312,23.2
09022012 3:00,0,2295,21.67
09022012 4:00,0,2304,20.26
09022012 5:00,19.743592,2356,20.19
09022012 6:00,293.3333315,2439,20.68
09022012 7:00,1181.442306,2651,22.6
09022012 8:00,2919.5833315,2932,28.06
09022012 9:00,3679.711541,3145,31.44
09022012 10:00,3634.935898,3229,34.31
09022012 11:00,3337.724357,3265,37.87
09022012 12:00,2284.6153825,3281,39.88
09022012 13:00,3924.3910255,3246,41.89
09022012 14:00,3212.211541,3215,42.15
09022012 15:00,2342.435898,3206,42.87
09022012 16:00,1253.717949,3241,42.39
09022012 17:00,390.6410255,3291,42.31
09022012 18:00,205.192306,3282,40.46
09022012 19:00,75.4487195,3311,40.46
09022012 20:00,1.7628215,3270,42.39
09022012 21:00,0,3070,39.48
09022012 22:00,0,2825,35.3
09022012 23:00,0,2583,31.49
09032012 0:00,0,2403,29.78
09032012 1:00,0,2303,26.74
09032012 2:00,0,2240,22.6
09032012 3:00,0,2224,21.24
09032012 4:00,0,2252,19.15
09032012 5:00,4.935898,2349,20.13
09032012 6:00,130.096153,2454,20.34
09032012 7:00,797.8525665,2653,21.4
09032012 8:00,2116.7948725,2943,26.73
09032012 9:00,2384.038459,3184,29.77
09032012 10:00,2486.9871785,3307,33.2
09032012 11:00,2561.025643,3360,36.52
09032012 12:00,4131.346153,3353,38.46
09032012 13:00,3978.685898,3346,40.95
09032012 14:00,2731.6666685,3347,41.56
09032012 15:00,2052.628204,3370,42.31
09032012 16:00,1282.275643,3441,44.79
09032012 17:00,511.217949,3523,42.27
09032012 18:00,283.1089745,3532,40.13
09032012 19:00,79.3269235,3620,42.31
09032012 20:00,1.057694,3570,42.57
09032012 21:00,0,3273,38.48
09032012 22:00,0,2907,33.7
09032012 23:00,0,2630,30.85
09042012 0:00,0,2479,29.83
09042012 1:00,0,2389,25.66
09042012 2:00,0,2350,22.95
09042012 3:00,0,2348,20.99
09042012 4:00,0,2425,20.95
09042012 5:00,11.282051,2691,25.55
09042012 6:00,205.5448725,3117,30.23
09042012 7:00,1494.871796,3390,34.74
09042012 8:00,2532.1153825,3542,38.95
09042012 9:00,3405.4166685,3640,42.34
09042012 10:00,2549.3910255,3706,44.23
09042012 11:00,1118.3333315,3738,57.5
09042012 12:00,491.8269235,3735,63.62
09042012 13:00,2616.378204,3743,63.66
09042012 14:00,2367.467949,3705,69.05
09042012 15:00,885.6410255,3702,54.66
09042012 16:00,1422.596153,3726,59.83
09042012 17:00,584.903847,3777,53.95
09042012 18:00,344.4551275,3795,48.61
09042012 19:00,261.9551275,3822,53.16
09042012 20:00,2.1153825,3691,48.53
09042012 21:00,0,3404,45.22
09042012 22:00,0,3067,39.8
09042012 23:00,0,2799,31.72
09052012 0:00,0,2625,32.93
09052012 1:00,0,2532,29.9
09052012 2:00,0,2496,27
09052012 3:00,0,2492,25.38
09052012 4:00,0,2607,24.96
09052012 5:00,12.692306,2868,29.82
09052012 6:00,153.717949,3323,33.68
09052012 7:00,1643.3012805,3615,37.87
09052012 8:00,3419.871796,3752,40.14
09052012 9:00,4158.493592,3886,43.44
09052012 10:00,4625.993592,3980,46.74
09052012 11:00,4666.8910255,3996,50.15
09052012 12:00,4676.7628215,3997,50.9
09052012 13:00,3974.807694,4005,52
09052012 14:00,3418.814102,3975,58.86
09052012 15:00,2690.064102,3966,65.92
09052012 16:00,1401.089745,3966,65.77
09052012 17:00,363.1410255,3976,58.41
09052012 18:00,193.2051275,3980,48.65
09052012 19:00,94.839745,4054,58.45
09052012 20:00,4.2307705,3943,50.49
09052012 21:00,0,3625,46.5
09052012 22:00,0,3248,41.43
09052012 23:00,0,2940,36.8
09062012 0:00,0,2728,33.59
09062012 1:00,0,2607,30.58
09062012 2:00,0,2540,28.21
09062012 3:00,0,2521,27.67
09062012 4:00,0,2591,26.54
09062012 5:00,15.160255,2855,29.21
09062012 6:00,187.564102,3276,34.13
09062012 7:00,1520.6089745,3531,38.85
09062012 8:00,3217.5,3667,42.11
09062012 9:00,4052.724357,3761,43.96
09062012 10:00,4074.935898,3862,48.95
09062012 11:00,4330.8974335,3917,58.62
09062012 12:00,3878.2051275,3941,69.64
09062012 13:00,4071.410255,3970,78.94
09062012 14:00,3491.442306,3985,88.17
09062012 15:00,2556.089745,3985,77.62
09062012 16:00,1366.8910255,3976,79.88
09062012 17:00,361.378204,3953,70.49
09062012 18:00,192.1474335,3935,58.52
09062012 19:00,96.6025665,4040,59.55
09062012 20:00,4.2307705,3957,56.51
09062012 21:00,0,3652,49.66
09062012 22:00,0,3275,47.67
09062012 23:00,0,2981,39.56
09072012 0:00,0,2744,34.74
09072012 1:00,0,2617,32.36
09072012 2:00,0,2542,29.64
09072012 3:00,0,2528,28.04
09072012 4:00,0,2591,28.01
09072012 5:00,14.4551275,2842,30.38
09072012 6:00,194.967949,3245,34.93
09072012 7:00,1435.993592,3512,37.12
09072012 8:00,3150.5128215,3695,39.17
09072012 9:00,3859.5192295,3851,42.35
09072012 10:00,4315.032051,3968,48.66
09072012 11:00,4559.711541,4062,54.85
09072012 12:00,4422.211541,4107,59.85
09072012 13:00,4020.993592,4147,67.16
09072012 14:00,3403.3012805,4168,70.05
09072012 15:00,2496.506408,4155,74.41
09072012 16:00,1346.442306,4126,76.53
09072012 17:00,416.7307705,4035,66.67
09072012 18:00,259.1346175,3946,53.7
09072012 19:00,116.346153,3999,60.31
09072012 20:00,3.1730765,3904,58.79
09072012 21:00,0,3656,46.66
09072012 22:00,0,3309,43.11
09072012 23:00,0,3004,39.11
09082012 0:00,0,2773,36.32
09082012 1:00,0,2660,33.28
09082012 2:00,0,2580,31.17
09082012 3:00,0,2559,30.06
09082012 4:00,0,2587,27.11
09082012 5:00,1.7628215,2705,25.24
09082012 6:00,111.057694,2872,27.2
09082012 7:00,488.653847,3115,31.32
09082012 8:00,924.0705155,3385,35.22
09082012 9:00,2177.788459,3587,41.29
09082012 10:00,2870.224357,3726,42.69
09082012 11:00,3287.307694,3773,44.99
09082012 12:00,2985.5128215,3802,46.49
09082012 13:00,3993.493592,3784,49.72
09082012 14:00,2508.1410255,3763,56.51
09082012 15:00,673.3974335,3749,60.12
09082012 16:00,1055.9294845,3746,59.2
09082012 17:00,738.2692295,3757,51.14
09082012 18:00,249.6153825,3772,45.3
09082012 19:00,102.243592,3804,45.83
09082012 20:00,2.8205155,3680,45.56
09082012 21:00,0,3425,44.63
09082012 22:00,0,3129,37.43
09082012 23:00,0,2845,34.66
09092012 0:00,0,2640,32.76
09092012 1:00,0,2511,26.15
09092012 2:00,0,2430,21.87
09092012 3:00,0,2381,20.28
09092012 4:00,0,2377,19.66
09092012 5:00,13.0448725,2434,18.95
09092012 6:00,196.7307705,2530,19.38
09092012 7:00,1474.0705155,2710,20.25
09092012 8:00,3213.2692295,2962,23.64
09092012 9:00,4071.057694,3137,26.85
09092012 10:00,4602.724357,3216,32.44
09092012 11:00,4757.1474335,3250,34.23
09092012 12:00,4652.435898,3270,35.42
09092012 13:00,4261.442306,3253,36.04
09092012 14:00,3614.1346175,3232,37.01
09092012 15:00,2628.0128215,3247,37.22
09092012 16:00,1421.185898,3316,38.46
09092012 17:00,378.3012805,3398,38.55
09092012 18:00,194.6153825,3412,36.85
09092012 19:00,100.4807705,3505,38.56
09092012 20:00,5.6410255,3399,37.98
09092012 21:00,0,3101,35.65
09092012 22:00,0,2778,32.19
09092012 23:00,0,2530,29.69
09102012 0:00,0,2377,25.76
09102012 1:00,0,2286,21.96
09102012 2:00,0,2251,19.25
09102012 3:00,0,2252,18.47
09102012 4:00,0,2340,19.05
09102012 5:00,14.807694,2603,23.07
09102012 6:00,197.435898,2999,27.94
09102012 7:00,1527.307694,3240,32.78
09102012 8:00,3217.5,3360,35.77
09102012 9:00,4048.1410255,3441,36.88
09102012 10:00,4517.403847,3518,39.16
09102012 11:00,4674.6474335,3542,42.39
09102012 12:00,4667.9487195,3532,43.57
09102012 13:00,4165.8974335,3522,42.47
09102012 14:00,3397.660255,3480,42.5
09102012 15:00,2532.1153825,3434,46.15
09102012 16:00,1089.4230765,3456,46.81
09102012 17:00,386.057694,3482,43.63
09102012 18:00,193.2051275,3507,41.73
09102012 19:00,102.243592,3597,42.55
09102012 20:00,5.993592,3471,40.75
09102012 21:00,0,3181,36.59
09102012 22:00,0,2830,31.12
09102012 23:00,0,2547,25.32
09112012 0:00,0,2388,24.83
09112012 1:00,0,2302,21.26
09112012 2:00,0,2245,18.65
09112012 3:00,0,2238,18.36
09112012 4:00,0,2331,18.45
09112012 5:00,13.3974335,2616,20.48
09112012 6:00,179.807694,3031,27.84
09112012 7:00,1516.378204,3220,32.06
09112012 8:00,3143.814102,3298,33.19
09112012 9:00,3904.2948725,3351,34.83
09112012 10:00,4405.288459,3404,36.87
09112012 11:00,4516.6987195,3442,39.7
09112012 12:00,4128.1730765,3454,41.24
09112012 13:00,3811.217949,3478,41.78
09112012 14:00,3455.8333315,3460,42.16
09112012 15:00,2570.8974335,3470,42.16
09112012 16:00,1395.4487195,3481,44.23
09112012 17:00,366.6666685,3500,42.16
09112012 18:00,186.506408,3517,39.22
09112012 19:00,102.596153,3637,42.04
09112012 20:00,5.6410255,3517,39.78
09112012 21:00,0,3209,35.29
09112012 22:00,0,2849,31.03
09112012 23:00,0,2568,26.56
09122012 0:00,0,2384,23.76
09122012 1:00,0,2287,20.13
09122012 2:00,0,2232,18.27
09122012 3:00,0,2225,17.8
09122012 4:00,0,2303,17.81
09122012 5:00,12.339745,2567,21.88
09122012 6:00,168.1730765,2989,27.32
09122012 7:00,1505.8012805,3217,31.02
09122012 8:00,3076.8269235,3295,32.65
09122012 9:00,3789.3589745,3338,35.35
09122012 10:00,4273.4294845,3436,38.42
09122012 11:00,4454.2948725,3494,40.51
09122012 12:00,4394.711541,3524,42.41
09122012 13:00,3992.435898,3576,42.42
09122012 14:00,3395.5448725,3569,43.55
09122012 15:00,2511.314102,3558,49.74
09122012 16:00,1388.75,3564,51.7
09122012 17:00,383.589745,3575,44.9
09122012 18:00,195.6730765,3585,41.45
09122012 19:00,124.1025665,3695,44.18
09122012 20:00,8.461541,3577,48.75
09122012 21:00,0,3261,38.05
09122012 22:00,0,2916,34.5
09122012 23:00,0,2625,28.38
09132012 00:00,0,2445,26.4
09132012 01:00,0,2362,23.1
09132012 02:00,0,2310,19.16
09132012 03:00,0,2292,18.5
09132012 04:00,0,2354,19.12
09132012 05:00,4.5833315,2619,22.93
09132012 06:00,218.2371785,3024,29.93
09132012 07:00,544.3589745,3274,33.29
09132012 08:00,489.711541,3395,34.52
09132012 09:00,1143.3653825,3469,37.43
09132012 10:00,2908.653847,3580,40.85
09132012 11:00,2195.4166685,3661,42.2
09132012 12:00,4332.660255,3719,45.19
09132012 13:00,3184.3589745,3787,46.42
09132012 14:00,1713.461541,3796,50.46
09132012 15:00,2891.7307705,3799,53.6
09132012 16:00,1372.532051,3807,56.61
09132012 17:00,697.371796,3779,48.06
09132012 18:00,252.788459,3767,43.01
09132012 19:00,172.403847,3882,46.36
09132012 20:00,6.6987195,3763,43.72
09132012 21:00,0,3445,39.81
09132012 22:00,0,3074,34.92
09132012 23:00,0,2760,28.58
09142012 00:00,0,2549,26.42
09142012 01:00,0,2430,21.82
09142012 02:00,0,2364,20.13
09142012 03:00,0,2354,18.75
09142012 04:00,0,2421,19.97
09142012 05:00,2.467949,2675,23.71
09142012 06:00,101.538459,3093,30.08
09142012 07:00,513.685898,3326,31.4
09142012 08:00,956.506408,3453,33
09142012 09:00,1299.903847,3564,36.73
09142012 10:00,1589.711541,3663,40.4
09142012 11:00,3383.2051275,3738,43.05
09142012 12:00,4097.5,3780,45.04
09142012 13:00,3950.4807705,3849,49.91
09142012 14:00,2197.1794845,3848,53.11
09142012 15:00,1222.339745,3829,59
09142012 16:00,817.596153,3801,55.51
09142012 17:00,355.7371785,3736,47.15
09142012 18:00,297.9166685,3698,42.19
09142012 19:00,76.506408,3757,44.65
09142012 20:00,3.1730765,3658,43.75
09142012 21:00,0,3447,38.68
09142012 22:00,0,3138,34.25
09142012 23:00,0,2842,30.14
09152012 00:00,0,2630,30.95
09152012 01:00,0,2514,26.68
09152012 02:00,0,2452,23.07
09152012 03:00,0,2412,19.33
09152012 04:00,0,2420,19.06
09152012 05:00,3.878204,2530,19.04
09152012 06:00,221.7628215,2687,22.75
09152012 07:00,749.5512805,2905,22.96
09152012 08:00,872.9487195,3160,28.78
09152012 09:00,1175.4487195,3303,32.4
09152012 10:00,1891.506408,3373,34.32
09152012 11:00,2750.3525665,3358,36.41
09152012 12:00,3478.3974335,3319,38.64
09152012 13:00,3210.4487195,3267,39.85
09152012 14:00,3196.346153,3233,39.91
09152012 15:00,2279.3269235,3212,41.1
09152012 16:00,988.2371785,3232,41.89
09152012 17:00,322.596153,3252,40.74
09152012 18:00,203.0769235,3255,38.5
09152012 19:00,301.7948725,3351,42.4
09152012 20:00,19.038459,3249,40.03
09152012 21:00,0,3033,34.41
09152012 22:00,0,2769,33.03
09152012 23:00,0,2540,29.27
09162012 00:00,0,2364,29.31
09162012 01:00,0,2269,26.3
09162012 02:00,0,2213,21.28
09162012 03:00,0,2179,19.08
09162012 04:00,0,2193,18.35
09162012 05:00,10.224357,2271,18.3
09162012 06:00,223.878204,2386,20.46
09162012 07:00,1450.096153,2594,21.1
09162012 08:00,2640.7051275,2850,27.02
09162012 09:00,3700.5128215,2997,30.84
09162012 10:00,4124.2948725,3061,33.15
09162012 11:00,4317.1474335,3083,34.45
09162012 12:00,4210.3205155,3101,36.04
09162012 13:00,3701.217949,3074,37.6
09162012 14:00,3276.025643,3054,37.6
09162012 15:00,2336.7948725,3068,39.63
09162012 16:00,1521.6666685,3144,41.72
09162012 17:00,685.032051,3252,41.4
09162012 18:00,323.3012805,3314,39.78
09162012 19:00,196.378204,3453,43.09
09162012 20:00,11.6346175,3286,42.28
09162012 21:00,0,2986,35.87
09162012 22:00,0,2673,32.71
09162012 23:00,0,2428,27.12
09172012 00:00,0,2309,27.02
09172012 01:00,0,2238,23.19
09172012 02:00,0,2207,19.7
09172012 03:00,0,2215,18.56
09172012 04:00,0,2297,19.08
09172012 05:00,11.6346175,2589,24.78
09172012 06:00,216.121796,3041,32.73
09172012 07:00,1368.653847,3266,33.77
09172012 08:00,2834.6153825,3336,35.62
09172012 09:00,3621.538459,3371,39.18
09172012 10:00,4061.538459,3454,41.76
09172012 11:00,4255.096153,3485,43.01
09172012 12:00,4133.461541,3483,47.58
09172012 13:00,3508.717949,3505,47.03
09172012 14:00,2586.7628215,3508,48.13
09172012 15:00,2654.807694,3505,51.58
09172012 16:00,1116.9230765,3513,52.76
09172012 17:00,526.025643,3558,50.01
09172012 18:00,242.9166685,3612,47
09172012 19:00,83.2051275,3722,52.87
09172012 20:00,7.756408,3554,48.48
09172012 21:00,0,3252,40.85
09172012 22:00,0,2898,37.09
09172012 23:00,0,2617,30.44
09182012 00:00,0,2444,32.57
09182012 01:00,0,2344,29.28
09182012 02:00,0,2295,25.38
09182012 03:00,0,2298,24.78
09182012 04:00,0,2381,23.87
09182012 05:00,11.6346175,2646,29.04
09182012 06:00,225.6410255,3094,36.18
09182012 07:00,1366.538459,3322,40.59
09182012 08:00,2850.4807705,3417,41.27
09182012 09:00,3554.903847,3506,43.24
09182012 10:00,4077.0512805,3603,47.23
09182012 11:00,4284.3589745,3629,51.45
09182012 12:00,4203.621796,3620,51.88
09182012 13:00,3867.275643,3639,53.43
09182012 14:00,3241.121796,3624,53.08
09182012 15:00,2498.2692295,3619,58.95
09182012 16:00,1461.025643,3676,64.24
09182012 17:00,537.660255,3779,53.24
09182012 18:00,309.1987195,3825,48.8
09182012 19:00,152.660255,3815,59.55
09182012 20:00,6.6987195,3629,52.05
09182012 21:00,0,3328,43.42
09182012 22:00,0,2986,39.48
09182012 23:00,0,2730,32.71
09192012 00:00,0,2564,30.54
09192012 01:00,0,2465,27.39
09192012 02:00,0,2408,25.21
09192012 03:00,0,2386,24.31
09192012 04:00,0,2452,24.27
09192012 05:00,6.346153,2716,27.52
09192012 06:00,240.4487195,3177,34.68
09192012 07:00,1281.217949,3416,36.98
09192012 08:00,2790.5448725,3489,38.84
09192012 09:00,3463.589745,3523,41.14
09192012 10:00,4015,3581,42.68
09192012 11:00,3044.038459,3591,43.56
09192012 12:00,4170.4807705,3561,45.2
09192012 13:00,3641.9871785,3559,47.11
09192012 14:00,2854.3589745,3507,46.6
09192012 15:00,2254.6474335,3475,47.04
09192012 16:00,1232.564102,3464,47.02
09192012 17:00,660.3525665,3463,44.45
09192012 18:00,292.628204,3498,42.38
09192012 19:00,145.961541,3637,50.46
09192012 20:00,8.814102,3492,44.88
09192012 21:00,0,3194,39.17
09192012 22:00,0,2846,32.74
09192012 23:00,0,2579,30.01
09202012 00:00,0,2415,27.74
09202012 01:00,0,2321,24.84
09202012 02:00,0,2274,22.74
09202012 03:00,0,2271,21.8
09202012 04:00,0,2363,22.22
09202012 05:00,6.346153,2633,26.05
09202012 06:00,194.2628215,3098,33.31
09202012 07:00,1297.0833315,3297,35.25
09202012 08:00,2340.3205155,3337,36.84
09202012 09:00,3199.871796,3359,38.1
09202012 10:00,3895.4807705,3412,39.71
09202012 11:00,4262.5,3408,41.32
09202012 12:00,4156.025643,3392,41.73
09202012 13:00,3822.8525665,3398,42.35
09202012 14:00,3240.4166685,3370,42.24
09202012 15:00,2135.4807705,3343,42.18
09202012 16:00,1710.993592,3352,42.19
09202012 17:00,1125.032051,3375,41.75
09202012 18:00,527.0833315,3454,40.65
09202012 19:00,191.442306,3605,47.1
09202012 20:00,5.288459,3480,41.86
09202012 21:00,0,3199,36.48
09202012 22:00,0,2859,30.88
09202012 23:00,0,2583,28.19
09212012 00:00,0,2413,26.46
09212012 01:00,0,2327,23.9
09212012 02:00,0,2286,21.21
09212012 03:00,0,2287,20.86
09212012 04:00,0,2367,21.19
09212012 05:00,1.7628215,2635,24.95
09212012 06:00,179.4551275,3094,32.52
09212012 07:00,939.2307705,3306,34.48
09212012 08:00,2576.8910255,3377,36.33
09212012 09:00,2924.871796,3410,40.19
09212012 10:00,3259.4551275,3446,42.42
09212012 11:00,3377.9166685,3456,45.57
09212012 12:00,3843.653847,3442,47.79
09212012 13:00,3698.3974335,3419,54.31
09212012 14:00,3069.4230765,3385,50.15
09212012 15:00,2051.5705155,3352,54.46
09212012 16:00,1543.1730765,3348,56.51
09212012 17:00,821.474357,3354,47.46
09212012 18:00,517.211541,3423,42.33
09212012 19:00,160.7692295,3526,50.07
09212012 20:00,4.935898,3407,42.37
09212012 21:00,0,3150,39.26
09212012 22:00,0,2856,34.24
09212012 23:00,0,2577,30.53
09222012 00:00,0,2387,30.68
09222012 01:00,0,2278,26.75
09222012 02:00,0,2220,24.31
09222012 03:00,0,2209,23
09222012 04:00,0,2230,24.64
09222012 05:00,1.057694,2340,24.95
09222012 06:00,34.1987195,2519,27.27
09222012 07:00,216.474357,2760,27.69
09222012 08:00,484.775643,3012,32.78
09222012 09:00,1065.8012805,3168,38.11
09222012 10:00,1027.724357,3226,40.04
09222012 11:00,1639.0705155,3217,42.08
09222012 12:00,992.467949,3197,44.17
09222012 13:00,1340.4487195,3139,45.27
09222012 14:00,1762.1153825,3103,46.99
09222012 15:00,1324.5833315,3103,51.06
09222012 16:00,1020.6730765,3138,60.55
09222012 17:00,629.3269235,3204,44.81
09222012 18:00,297.564102,3286,42.19
