timestamp,PV (kWh),Load (kWh),price (cents/kWh)
01312011 10:00,904.3269235,3916,103.63
01312011 11:00,491.8269235,3880,101.18
01312011 12:00,665.288459,3837,101.35
01312011 13:00,693.846153,3798,92.54
01312011 14:00,651.538459,3767,90.67
01312011 15:00,359.2628215,3759,89.27
01312011 16:00,139.6153825,3912,93.64
01312011 17:00,71.217949,4287,125.82
01312011 18:00,3.1730765,4341,135.03
01312011 19:00,0,4258,110.99
01312011 20:00,0,4086,107.6
01312011 21:00,0,3808,93.58
01312011 22:00,0,3461,86.43
01312011 23:00,0,3178,77.03
02012011 0:00,0,3022,63.02
02012011 1:00,0,2924,49.2
02012011 2:00,0,2890,50.22
02012011 3:00,0,2898,57.38
02012011 4:00,0,2999,55.87
02012011 5:00,0,3291,59.4
02012011 6:00,0,3801,84.1
02012011 7:00,4.2307705,4025,98.16
02012011 8:00,238.685898,4035,98.75
02012011 9:00,1841.089745,4028,101.26
02012011 10:00,3681.8269235,4050,100.2
02012011 11:00,3933.2051275,4078,96.86
02012011 12:00,4319.2628215,4058,93.98
02012011 13:00,3946.6025665,4036,89.13
02012011 14:00,3304.935898,3978,87.77
02012011 15:00,2313.1730765,3945,87.27
02012011 16:00,1086.6025665,4059,93.12
02012011 17:00,172.403847,4318,115.84
02012011 18:00,10.224357,4309,121.99
02012011 19:00,0,4167,103.23
02012011 20:00,0,3960,99.82
02012011 21:00,0,3676,90.36
02012011 22:00,0,3365,72.09
02012011 23:00,0,3109,65.61
02022011 0:00,0,2945,49.46
02022011 1:00,0,2854,45.35
02022011 2:00,0,2813,41.13
02022011 3:00,0,2810,41.22
02022011 4:00,0,2896,42.1
02022011 5:00,0,3100,48.25
02022011 6:00,0,3388,61.04
02022011 7:00,42.660255,3619,65.73
02022011 8:00,1094.006408,3821,72.76
02022011 9:00,2745.4166685,3961,76.18
02022011 10:00,3868.685898,4088,80.81
02022011 11:00,4236.057694,4147,81.89
02022011 12:00,4207.1474335,4092,79.3
02022011 13:00,3873.974357,3995,70.7
02022011 14:00,3216.7948725,3917,70.31
02022011 15:00,2260.6410255,3876,70.62
02022011 16:00,1055.9294845,4015,79.39
02022011 17:00,165.7051275,4321,92.58
02022011 18:00,9.5192295,4287,87.44
02022011 19:00,0,4133,81.8
02022011 20:00,0,3911,74.29
02022011 21:00,0,3608,63.93
02022011 22:00,0,3264,56.69
02022011 23:00,0,3030,54.48
02032011 0:00,0,2880,51.16
02032011 1:00,0,2817,46.13
02032011 2:00,0,2784,42.93
02032011 3:00,0,2794,42.39
02032011 4:00,0,2897,43.63
02032011 5:00,0,3192,47.75
02032011 6:00,0,3665,62.56
02032011 7:00,43.0128215,3814,75.03
02032011 8:00,1028.782051,3817,75.24
02032011 9:00,2647.403847,3818,78.88
02032011 10:00,3750.224357,3831,77.75
02032011 11:00,4122.1794845,3780,76.08
02032011 12:00,4107.724357,3724,71.28
02032011 13:00,3855.288459,3686,66.52
02032011 14:00,3070.8333315,3641,66.38
02032011 15:00,1123.621796,3642,66.89
02032011 16:00,1013.974357,3760,80.1
02032011 17:00,192.5,4083,87.44
02032011 18:00,9.871796,4181,92.05
02032011 19:00,0,4115,81.8
02032011 20:00,0,3962,77.76
02032011 21:00,0,3726,72.88
02032011 22:00,0,3426,66
02032011 23:00,0,3170,60.04
02042011 0:00,0,3003,57.57
02042011 1:00,0,2927,53.67
02042011 2:00,0,2903,52.85
02042011 3:00,0,2915,53.15
02042011 4:00,0,3000,53.23
02042011 5:00,0,3289,56.62
02042011 6:00,0,3751,74.94
02042011 7:00,1.410255,3925,84.02
02042011 8:00,71.9230765,3921,82.66
02042011 9:00,279.5833315,3885,85.78
02042011 10:00,579.6153825,3843,82.05
02042011 11:00,991.057694,3771,87.31
02042011 12:00,2662.564102,3713,75.26
02042011 13:00,3097.9807705,3685,69.35
02042011 14:00,3302.467949,3621,68.59
02042011 15:00,2045.5769235,3606,68.74
02042011 16:00,894.1025665,3682,79.42
02042011 17:00,169.935898,3958,89.9
02042011 18:00,7.0512805,4000,91.43
02042011 19:00,0,3882,84.75
02042011 20:00,0,3770,79.72
02042011 21:00,0,3567,72.92
02042011 22:00,0,3311,68.88
02042011 23:00,0,3067,60.3
02052011 0:00,0,2909,50.22
02052011 1:00,0,2809,45.51
02052011 2:00,0,2761,43.71
02052011 3:00,0,2752,44.1
02052011 4:00,0,2800,43.41
02052011 5:00,0,2923,45.96
02052011 6:00,0,3149,51.33
02052011 7:00,1.7628215,3379,50.15
02052011 8:00,104.006408,3593,55.1
02052011 9:00,245.7371785,3681,61.14
02052011 10:00,413.2051275,3661,62.66
02052011 11:00,756.9551275,3613,66
02052011 12:00,1507.564102,3551,55.91
02052011 13:00,743.2051275,3496,54.16
02052011 14:00,1923.2371785,3495,50.69
02052011 15:00,1725.096153,3512,50.67
02052011 16:00,704.0705155,3694,54.98
02052011 17:00,175.5769235,3949,78.24
02052011 18:00,4.935898,3925,79.51
02052011 19:00,0,3755,68.68
02052011 20:00,0,3585,66
02052011 21:00,0,3363,54.28
02052011 22:00,0,3084,53.43
02052011 23:00,0,2832,50.88
02062011 0:00,0,2663,49.5
02062011 1:00,0,2559,43.04
02062011 2:00,0,2505,38.87
02062011 3:00,0,2480,39.04
02062011 4:00,0,2522,39.86
02062011 5:00,0,2598,39.87
02062011 6:00,0,2762,43.65
02062011 7:00,19.3910255,2954,40.48
02062011 8:00,475.6089745,3192,44.86
02062011 9:00,857.788459,3342,51.47
02062011 10:00,3496.7307705,3413,57.02
02062011 11:00,3750.224357,3428,59.66
02062011 12:00,1765.6410255,3418,56.24
02062011 13:00,743.2051275,3390,54.2
02062011 14:00,2784.1987195,3361,52.6
02062011 15:00,2175.3205155,3365,52.97
02062011 16:00,993.878204,3519,52.71
02062011 17:00,153.717949,3848,69.23
02062011 18:00,7.0512805,3814,74.34
02062011 19:00,0,3614,65.51
02062011 20:00,0,3452,63.46
02062011 21:00,0,3239,55.05
02062011 22:00,0,3010,52.64
02062011 23:00,0,2785,52.12
02072011 0:00,0,2612,46.91
02072011 1:00,0,2525,42.01
02072011 2:00,0,2518,40.06
02072011 3:00,0,2513,40.02
02072011 4:00,0,2623,37.82
02072011 5:00,0,2923,47.7
02072011 6:00,0,3429,66.07
02072011 7:00,8.814102,3631,68.57
02072011 8:00,179.1025665,3677,71.01
02072011 9:00,2020.192306,3687,73.55
02072011 10:00,2103.3974335,3674,89.25
02072011 11:00,4109.839745,3673,93.76
02072011 12:00,4016.410255,3625,84.8
02072011 13:00,3663.846153,3598,71.34
02072011 14:00,3011.25,3561,69.66
02072011 15:00,2099.5192295,3559,71.55
02072011 16:00,959.6794845,3698,98.66
02072011 17:00,148.4294845,3993,127.62
02072011 18:00,5.6410255,4007,105.74
02072011 19:00,0,3900,76.84
02072011 20:00,0,3709,71.36
02072011 21:00,0,3422,61.98
02072011 22:00,0,3077,56.97
02072011 23:00,0,2821,53.42
02082011 0:00,0,2655,45.44
02082011 1:00,0,2560,40.96
02082011 2:00,0,2528,39.91
02082011 3:00,0,2530,39.49
02082011 4:00,0,2621,40.03
02082011 5:00,0,2905,45.9
02082011 6:00,0,3371,63.23
02082011 7:00,10.224357,3544,66.7
02082011 8:00,852.8525665,3620,67.3
02082011 9:00,2238.4294845,3642,68.43
02082011 10:00,3476.6346175,3669,72.64
02082011 11:00,4022.756408,3684,72.4
02082011 12:00,3856.346153,3660,71.93
02082011 13:00,3385.3205155,3658,71.26
02082011 14:00,2741.8910255,3652,65.39
02082011 15:00,2098.461541,3647,65.69
02082011 16:00,958.2692295,3795,75.41
02082011 17:00,151.9551275,4113,110.25
02082011 18:00,5.288459,4189,100.4
02082011 19:00,0,4078,84.93
02082011 20:00,0,3920,72.6
02082011 21:00,0,3674,65.34
02082011 22:00,0,3359,59.95
02082011 23:00,0,3110,56.2
02092011 0:00,0,2962,55.26
02092011 1:00,0,2885,49.15
02092011 2:00,0,2854,45.49
02092011 3:00,0,2856,46.04
02092011 4:00,0,2943,48.09
02092011 5:00,0,3235,56.02
02092011 6:00,0,3721,78.36
02092011 7:00,4.2307705,3873,88.36
02092011 8:00,166.057694,3899,84.19
02092011 9:00,1090.8333315,3869,88.53
02092011 10:00,3610.6089745,3858,92.34
02092011 11:00,3982.564102,3830,87.36
02092011 12:00,4053.782051,3771,85.77
02092011 13:00,3762.211541,3751,85.09
02092011 14:00,3260.8653825,3713,85.13
02092011 15:00,2242.660255,3692,84.56
02092011 16:00,991.410255,3802,89.69
02092011 17:00,171.6987195,4103,113.86
02092011 18:00,5.6410255,4204,112.47
02092011 19:00,0,4127,98.59
02092011 20:00,0,3962,92.77
02092011 21:00,0,3682,78
02092011 22:00,0,3341,70.14
02092011 23:00,0,3070,67.5
02102011 0:00,0,2920,59.85
02102011 1:00,0,2828,50.04
02102011 2:00,0,2805,47.79
02102011 3:00,0,2797,48.3
02102011 4:00,0,2880,49.68
02102011 5:00,0,3167,59.05
02102011 6:00,0,3677,86.18
02102011 7:00,7.403847,3853,99.42
02102011 8:00,386.410255,3821,103.13
02102011 9:00,1278.0448725,3797,106.27
02102011 10:00,2815.9294845,3771,112.54
02102011 11:00,3088.814102,3759,112.23
02102011 12:00,3351.8269235,3718,109.62
02102011 13:00,2832.8525665,3693,109.19
02102011 14:00,2651.9871785,3652,106.14
02102011 15:00,2186.25,3652,107.39
02102011 16:00,1026.314102,3786,111.29
02102011 17:00,149.839745,4106,123.43
02102011 18:00,4.935898,4214,125.55
02102011 19:00,0,4129,113.46
02102011 20:00,0,3983,109
02102011 21:00,0,3745,88.93
02102011 22:00,0,3412,75.1
02102011 23:00,0,3156,69.39
02112011 0:00,0,3013,57.35
02112011 1:00,0,2935,51.3
02112011 2:00,0,2911,47.87
02112011 3:00,0,2922,47.37
02112011 4:00,0,3034,48.81
02112011 5:00,0,3321,56.85
02112011 6:00,0,3797,84.32
02112011 7:00,2.1153825,3970,93.65
02112011 8:00,283.1089745,3968,93.39
02112011 9:00,1258.653847,3944,126
02112011 10:00,3817.211541,3899,92.62
02112011 11:00,4418.3333315,3841,94.67
02112011 12:00,4357.692306,3750,81.67
02112011 13:00,1811.474357,3703,76.43
02112011 14:00,1045,3640,74.2
02112011 15:00,1740.256408,3622,71.62
02112011 16:00,272.1794845,3714,86.87
02112011 17:00,76.153847,3981,112
02112011 18:00,3.878204,4056,97.86
02112011 19:00,0,3963,85.99
02112011 20:00,0,3843,82.12
02112011 21:00,0,3656,67
02112011 22:00,0,3401,63.53
02112011 23:00,0,3147,58.87
02122011 0:00,0,2959,49.2
02122011 1:00,0,2857,44.05
02122011 2:00,0,2818,42.7
02122011 3:00,0,2810,42.21
02122011 4:00,0,2841,41.02
02122011 5:00,0,2941,42.35
02122011 6:00,0,3145,46
02122011 7:00,5.6410255,3381,44.65
02122011 8:00,897.9807705,3610,48.04
02122011 9:00,2331.8589745,3704,54.38
02122011 10:00,3791.474357,3723,61.74
02122011 11:00,4356.282051,3675,63.29
02122011 12:00,4246.6346175,3598,60.04
02122011 13:00,3867.628204,3514,54.91
02122011 14:00,3155.096153,3478,52.86
02122011 15:00,1740.6089745,3455,52.76
02122011 16:00,345.8653825,3536,54.9
02122011 17:00,162.1794845,3827,73.56
02122011 18:00,4.2307705,3887,76.18
02122011 19:00,0,3764,69.93
02122011 20:00,0,3620,63.14
02122011 21:00,0,3428,58.78
02122011 22:00,0,3182,44.45
02122011 23:00,0,2956,45.5
02132011 00:00,0,2800,46.28
02132011 01:00,0,2708,40.35
02132011 02:00,0,2659,38.61
02132011 03:00,0,2655,38.83
02132011 04:00,0,2690,38.5
02132011 05:00,0,2768,40.25
02132011 06:00,0,2928,42.09
02132011 07:00,5.6410255,3151,40.89
02132011 08:00,176.6346175,3412,41.4
02132011 09:00,1658.1089745,3575,49.78
02132011 10:00,3557.724357,3598,50.27
02132011 11:00,4115.128204,3602,47.18
02132011 12:00,4103.846153,3580,44.39
02132011 13:00,3905.3525665,3536,41.5
02132011 14:00,1911.6025665,3500,40.15
02132011 15:00,1699.3589745,3489,42.29
02132011 16:00,930.064102,3629,46.19
02132011 17:00,121.6346175,3905,62.26
02132011 18:00,2.8205155,3958,67.86
02132011 19:00,0,3836,55.34
02132011 20:00,0,3646,53.26
02132011 21:00,0,3351,52.84
02132011 22:00,0,3044,44.63
02132011 23:00,0,2819,40.38
02142011 00:00,0,2676,37.58
02142011 01:00,0,2587,34.08
02142011 02:00,0,2551,33.77
02142011 03:00,0,2549,34.54
02142011 04:00,0,2662,34.47
02142011 05:00,0,2949,37.49
02142011 06:00,0,3452,46.98
02142011 07:00,4.935898,3648,59.83
02142011 08:00,228.1089745,3671,56.54
02142011 09:00,1683.493592,3684,57.41
02142011 10:00,3573.589745,3683,64.39
02142011 11:00,2738.717949,3668,55.33
02142011 12:00,3436.7948725,3626,53.43
02142011 13:00,2652.692306,3572,51.19
02142011 14:00,2538.461541,3509,50.92
02142011 15:00,2111.506408,3475,49.96
02142011 16:00,966.378204,3595,55.59
02142011 17:00,133.621796,3898,69.32
02142011 18:00,4.2307705,3937,73.69
02142011 19:00,0,3839,67.17
02142011 20:00,0,3653,59.15
02142011 21:00,0,3377,53.56
02142011 22:00,0,3082,42.22
02142011 23:00,0,2842,41.24
02152011 00:00,0,2712,40.36
02152011 01:00,0,2650,37.65
02152011 02:00,0,2643,36.21
02152011 03:00,0,2668,37.19
02152011 04:00,0,2789,38.05
02152011 05:00,0,3095,39.89
02152011 06:00,0,3582,51.44
02152011 07:00,1.057694,3776,56.36
02152011 08:00,69.4551275,3815,57.75
02152011 09:00,333.525643,3815,67.54
02152011 10:00,949.807694,3824,68.89
02152011 11:00,3592.9807705,3813,66
02152011 12:00,3993.846153,3776,66
02152011 13:00,3573.2371785,3743,66
02152011 14:00,2803.2371785,3700,63.47
02152011 15:00,1943.3333315,3697,63.46
02152011 16:00,934.2948725,3805,59.91
02152011 17:00,167.1153825,4113,94.19
02152011 18:00,4.2307705,4242,92.79
02152011 19:00,0,4145,70.17
02152011 20:00,0,3976,60.55
02152011 21:00,0,3700,52.84
02152011 22:00,0,3372,46.5
02152011 23:00,0,3107,44.43
02162011 00:00,0,2955,40.21
02162011 01:00,0,2872,38.47
02162011 02:00,0,2839,37.13
02162011 03:00,0,2838,36.58
02162011 04:00,0,2921,36.08
02162011 05:00,0,3224,40.17
02162011 06:00,0,3733,56.99
02162011 07:00,3.525643,3913,60.86
02162011 08:00,202.0192295,3918,55.63
02162011 09:00,1528.0128215,3900,57.05
02162011 10:00,3637.403847,3879,57.47
02162011 11:00,4058.717949,3839,54.84
02162011 12:00,4057.307694,3764,53.53
02162011 13:00,3782.660255,3697,50.07
02162011 14:00,3114.1987195,3650,50.69
02162011 15:00,2154.1666685,3615,54.45
02162011 16:00,998.1089745,3718,54.6
02162011 17:00,160.7692295,3990,66.89
02162011 18:00,3.1730765,4076,71.82
02162011 19:00,0,3964,64.37
02162011 20:00,0,3772,58.62
02162011 21:00,0,3484,45.1
02162011 22:00,0,3147,42.34
02162011 23:00,0,2878,38.91
02172011 00:00,0,2729,33.8
02172011 01:00,0,2645,31.1
02172011 02:00,0,2637,29.38
02172011 03:00,0,2643,29.39
02172011 04:00,0,2742,29.56
02172011 05:00,0,3025,32.93
02172011 06:00,0,3494,44.65
02172011 07:00,6.346153,3672,45.92
02172011 08:00,254.5512805,3684,46.68
02172011 09:00,1392.275643,3657,48.45
02172011 10:00,3472.756408,3630,51.44
02172011 11:00,3779.1346175,3519,50.45
02172011 12:00,3500.961541,3450,43.74
02172011 13:00,3044.743592,3420,42.95
02172011 14:00,2779.967949,3374,44.62
02172011 15:00,2094.2307705,3358,44.97
02172011 16:00,949.4551275,3457,48.11
02172011 17:00,143.1410255,3770,58.05
02172011 18:00,2.467949,3891,65.82
02172011 19:00,0,3788,56.99
02172011 20:00,0,3617,46.23
02172011 21:00,0,3350,39.49
02172011 22:00,0,3017,38.13
02172011 23:00,0,2748,35.77
02182011 00:00,0,2585,33.09
02182011 01:00,0,2505,30.35
02182011 02:00,0,2467,28.55
02182011 03:00,0,2446,28.39
02182011 04:00,0,2531,28.94
02182011 05:00,0,2791,32.05
02182011 06:00,0,3256,39.41
02182011 07:00,0.7051275,3459,45.18
02182011 08:00,142.435898,3509,46.99
02182011 09:00,1398.621796,3519,48.01
02182011 10:00,3120.5448725,3531,50.82
02182011 11:00,2033.589745,3537,48.49
02182011 12:00,2184.1346175,3486,46.39
02182011 13:00,3435.7371785,3425,45.97
02182011 14:00,3075.064102,3366,45.78
02182011 15:00,2098.814102,3300,45.77
02182011 16:00,938.878204,3338,46.23
02182011 17:00,126.217949,3597,57.84
02182011 18:00,3.1730765,3727,65.44
02182011 19:00,0,3611,50
02182011 20:00,0,3434,48.68
02182011 21:00,0,3233,41.39
02182011 22:00,0,2967,37.49
02182011 23:00,0,2726,33.37
02192011 00:00,0,2553,36.73
02192011 01:00,0,2445,33.85
02192011 02:00,0,2391,33.05
02192011 03:00,0,2383,32.68
02192011 04:00,0,2439,32.45
02192011 05:00,0,2565,33.16
02192011 06:00,0,2755,35.23
02192011 07:00,0.7051275,3000,35.96
02192011 08:00,79.6794845,3261,40.79
02192011 09:00,438.589745,3407,42.93
02192011 10:00,1536.8269235,3479,44.98
02192011 11:00,4004.4230765,3473,42.49
02192011 12:00,4064.711541,3426,42.37
02192011 13:00,3760.096153,3393,40.72
02192011 14:00,3077.1794845,3362,40.19
02192011 15:00,2171.7948725,3363,40.19
02192011 16:00,1040.064102,3469,41.68
02192011 17:00,129.038459,3778,56.32
02192011 18:00,2.8205155,3936,61.07
02192011 19:00,0,3824,54.86
02192011 20:00,0,3692,48.97
02192011 21:00,0,3504,45.41
02192011 22:00,0,3250,40.83
02192011 23:00,0,3019,38.98
02202011 00:00,0,2862,50.51
02202011 01:00,0,2781,38.67
02202011 02:00,0,2749,36.93
02202011 03:00,0,2736,37.2
02202011 04:00,0,2758,37.31
02202011 05:00,0,2854,38.32
02202011 06:00,0,3007,38.38
02202011 07:00,2.1153825,3232,38.05
02202011 08:00,145.961541,3475,43.6
02202011 09:00,1203.3012805,3587,49.33
02202011 10:00,3551.378204,3599,46.15
02202011 11:00,4065.7692295,3578,46.69
02202011 12:00,4291.7628215,3496,45.95
02202011 13:00,2282.1474335,3386,44.82
02202011 14:00,3146.6346175,3318,44.49
02202011 15:00,2174.6153825,3310,44.33
02202011 16:00,972.0192295,3446,47.08
02202011 17:00,124.807694,3770,61.82
02202011 18:00,2.8205155,3927,67.41
02202011 19:00,0,3809,61.01
02202011 20:00,0,3625,56.64
02202011 21:00,0,3387,50.79
02202011 22:00,0,3111,44.43
02202011 23:00,0,2857,41.49
02212011 00:00,0,2733,38.36
02212011 01:00,0,2650,36.21
02212011 02:00,0,2626,35.39
02212011 03:00,0,2614,35.44
02212011 04:00,0,2700,36.21
02212011 05:00,0,2921,39.37
02212011 06:00,0,3236,45.97
02212011 07:00,2.1153825,3495,52.09
02212011 08:00,131.506408,3707,52.49
02212011 09:00,1120.4487195,3816,53.25
02212011 10:00,3592.628204,3851,54.6
02212011 11:00,4058.717949,3832,52.29
02212011 12:00,4072.8205155,3744,50.05
02212011 13:00,3744.2307705,3676,48.05
02212011 14:00,3105.3846175,3623,43.69
02212011 15:00,2112.211541,3607,47.23
02212011 16:00,932.1794845,3719,48.07
02212011 17:00,123.75,4038,66.35
02212011 18:00,2.1153825,4175,73.86
02212011 19:00,0,4086,65.65
02212011 20:00,0,3920,58.31
02212011 21:00,0,3659,51.98
02212011 22:00,0,3331,50.18
02212011 23:00,0,3077,42.58
02222011 00:00,0,2929,40.02
02222011 01:00,0,2849,38.67
02222011 02:00,0,2816,38
02222011 03:00,0,2818,38.34
02222011 04:00,0,2946,38.39
02222011 05:00,0,3223,43.04
02222011 06:00,0,3620,59.94
02222011 07:00,2.467949,3853,65
02222011 08:00,169.2307705,3954,66.51
02222011 09:00,680.4487195,3952,65.87
02222011 10:00,591.6025665,3924,66
02222011 11:00,1188.1410255,3870,66
02222011 12:00,578.2051275,3794,64.44
02222011 13:00,396.6346175,3745,63.1
02222011 14:00,365.6089745,3682,60.26
02222011 15:00,145.961541,3662,58.48
02222011 16:00,116.346153,3732,61.36
02222011 17:00,31.7307705,4011,77.05
02222011 18:00,0.35255,4196,86.3
02222011 19:00,0,4096,76.96
02222011 20:00,0,3917,72.51
02222011 21:00,0,3652,59.57
02222011 22:00,0,3326,53.31
02222011 23:00,0,3080,50.43
02232011 00:00,0,2929,49.14
02232011 01:00,0,2855,45.06
02232011 02:00,0,2831,43.6
02232011 03:00,0,2848,43.36
02232011 04:00,0,2938,42.78
02232011 05:00,0,3203,50.69
02232011 06:00,0,3575,70.05
02232011 07:00,0.35255,3802,77
02232011 08:00,107.1794845,3859,74.64
02232011 09:00,524.967949,3841,73.8
02232011 10:00,3322.9166685,3811,71.74
02232011 11:00,3440.3205155,3760,69.77
02232011 12:00,1975.7692295,3689,61.77
02232011 13:00,1186.025643,3618,60.88
02232011 14:00,1569.6153825,3558,57.85
02232011 15:00,745.3205155,3521,57.68
02232011 16:00,207.307694,3606,64.2
02232011 17:00,65.5769235,3875,69.46
02232011 18:00,0.35255,4050,81.21
02232011 19:00,0,3958,71.57
02232011 20:00,0,3790,70.51
02232011 21:00,0,3547,59.26
02232011 22:00,0,3228,50.57
02232011 23:00,0,2988,49.16
02242011 00:00,0,2846,77
02242011 01:00,0,2798,61.23
02242011 02:00,0,2768,54.92
02242011 03:00,0,2787,57.58
02242011 04:00,0,2891,53.89
02242011 05:00,0,3165,67.83
02242011 06:00,0,3555,110
02242011 07:00,1.410255,3781,100.98
02242011 08:00,144.5512805,3815,93.31
02242011 09:00,1181.089745,3777,97.22
02242011 10:00,3536.9230765,3745,82.85
02242011 11:00,3011.6025665,3709,80.88
02242011 12:00,2898.782051,3647,73.89
02242011 13:00,939.935898,3622,72.78
02242011 14:00,1068.621796,3582,71.18
02242011 15:00,2223.2692295,3577,70.28
02242011 16:00,1045,3646,73.95
02242011 17:00,136.089745,3880,87.33
02242011 18:00,1.410255,3985,107.23
02242011 19:00,0,3861,91.88
02242011 20:00,0,3700,86.86
02242011 21:00,0,3451,69.89
02242011 22:00,0,3128,61.68
02242011 23:00,0,2870,77
02252011 00:00,0,2696,54.4
02252011 01:00,0,2593,45.42
02252011 02:00,0,2555,44.99
02252011 03:00,0,2549,44.91
02252011 04:00,0,2640,44.69
02252011 05:00,0,2853,51.51
02252011 06:00,0,3217,72.58
02252011 07:00,0.7051275,3483,78.77
02252011 08:00,145.256408,3661,82.28
02252011 09:00,683.621796,3765,84.25
02252011 10:00,2084.3589745,3831,83.18
02252011 11:00,3963.878204,3875,81.66
02252011 12:00,3847.1794845,3860,80.81
02252011 13:00,3604.967949,3818,79.91
02252011 14:00,3032.403847,3750,79.24
02252011 15:00,2076.25,3674,78.5
02252011 16:00,914.903847,3731,81.47
02252011 17:00,118.1089745,3944,90.5
02252011 18:00,1.7628215,4040,90.17
02252011 19:00,0,3892,84.01
02252011 20:00,0,3707,77.05
02252011 21:00,0,3457,59.33
02252011 22:00,0,3172,57.82
02252011 23:00,0,2940,57.08
02262011 00:00,0,2767,48
02262011 01:00,0,2661,43.66
02262011 02:00,0,2615,40.41
02262011 03:00,0,2610,40.18
02262011 04:00,0,2656,40.44
02262011 05:00,0,2776,42.98
02262011 06:00,0,2961,43.74
02262011 07:00,1.410255,3176,44.23
02262011 08:00,128.3333315,3381,49.42
02262011 09:00,860.6089745,3475,53.6
02262011 10:00,3464.2948725,3491,62.93
02262011 11:00,4044.967949,3467,62.86
02262011 12:00,4151.442306,3411,54.01
02262011 13:00,3869.743592,3345,46.42
02262011 14:00,3180.8333315,3283,45.34
02262011 15:00,2116.7948725,3276,45.26
02262011 16:00,846.153847,3370,48.51
02262011 17:00,101.185898,3638,64.27
02262011 18:00,1.7628215,3788,75.01
02262011 19:00,0,3684,64.13
02262011 20:00,0,3543,60.71
02262011 21:00,0,3346,50.37
02262011 22:00,0,3085,44.44
02262011 23:00,0,2871,42.76
02272011 00:00,0,2715,45.78
02272011 01:00,0,2623,42.02
02272011 02:00,0,2580,38.26
02272011 03:00,0,2553,41.14
02272011 04:00,0,2586,41
02272011 05:00,0,2665,41.36
02272011 06:00,0,2811,42.15
02272011 07:00,1.410255,3019,43.19
02272011 08:00,116.6987195,3268,50.47
02272011 09:00,809.839745,3421,55.88
02272011 10:00,3492.5,3484,54.55
02272011 11:00,3877.8525665,3497,50.92
